loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,other_loans, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_status
753,1, Graduate, Yes,8100000,31700000,10,3078000,755,0,12700000,30100000,4700000, Approved
754,3, Not Graduate, Yes,9200000,27700000,20,0,688,4800000,16300000,25800000,11200000, Approved
755,1, Not Graduate, Yes,7600000,26000000,6,1900000,384,2600000,1200000,20000000,7900000, Rejected
756,4, Graduate, No,600000,1600000,20,42000,869,1400000,1000000,1700000,200000, Approved
757,1, Not Graduate, Yes,4700000,18700000,20,1645000,445,2100000,0,11100000,4000000, Rejected
758,0, Graduate, No,1400000,5500000,6,84000,393,500000,1500000,5400000,1800000, Rejected
759,3, Graduate, Yes,9400000,24600000,10,2726000,414,8800000,13400000,23800000,5600000, Rejected
760,2, Graduate, No,9700000,19900000,16,2328000,395,2800000,13700000,37000000,10800000, Rejected
761,3, Not Graduate, Yes,8900000,21000000,14,712000,815,200000,10800000,21600000,6400000, Approved
762,5, Graduate, No,4600000,10500000,8,1518000,758,3900000,4300000,15800000,2900000, Approved
763,5, Not Graduate, Yes,5600000,14500000,10,1736000,457,6900000,7800000,20600000,4600000, Rejected
764,0, Graduate, Yes,1000000,3200000,10,260000,854,2600000,800000,2900000,1200000, Approved
765,3, Graduate, No,3500000,10300000,16,385000,324,2400000,900000,12600000,2400000, Rejected
766,0, Not Graduate, No,7900000,31500000,14,3160000,849,19400000,10300000,26600000,10600000, Approved
767,3, Graduate, Yes,6100000,24200000,12,2196000,672,300000,11100000,23500000,5000000, Approved
768,3, Not Graduate, Yes,8900000,20900000,6,3204000,859,9600000,16500000,29300000,11100000, Approved
769,4, Graduate, No,5300000,15400000,8,795000,584,5100000,1700000,14000000,5000000, Approved
770,5, Not Graduate, No,1300000,4800000,4,65000,346,3200000,1600000,3400000,1600000, Approved
771,3, Graduate, No,4000000,12800000,18,160000,635,6000000,7000000,12900000,4200000, Approved
772,2, Not Graduate, No,8700000,22700000,4,2262000,365,8200000,14800000,30200000,7200000, Rejected
773,1, Not Graduate, No,9500000,20000000,16,285000,856,24900000,0,35700000,6200000, Approved
774,5, Graduate, Yes,9000000,20000000,2,3420000,440,17100000,1000000,28500000,7600000, Rejected
775,0, Graduate, Yes,7300000,23300000,2,1460000,616,15700000,5900000,25800000,4100000, Approved
776,3, Graduate, Yes,7400000,25700000,2,222000,461,5700000,2900000,15100000,5100000, Approved
777,5, Not Graduate, No,3100000,10800000,10,837000,681,5100000,1700000,7400000,1500000, Approved
778,2, Graduate, No,4300000,9400000,2,1247000,485,11000000,8100000,11000000,2200000, Rejected
779,1, Graduate, Yes,2400000,8300000,6,408000,684,5500000,3500000,5300000,2300000, Approved
780,1, Graduate, No,5400000,17900000,14,972000,727,13100000,0,12300000,4700000, Approved
781,2, Not Graduate, No,1600000,5100000,6,224000,784,1400000,2400000,4500000,1400000, Approved
782,3, Not Graduate, Yes,9900000,20400000,4,2277000,865,26300000,3600000,36500000,12800000, Approved
783,3, Not Graduate, No,5800000,20100000,18,1740000,791,1400000,10800000,16300000,5600000, Approved
784,4, Not Graduate, No,2200000,8500000,16,88000,866,4000000,1900000,6800000,2800000, Approved
785,0, Graduate, No,5000000,14400000,2,1550000,761,-100000,7300000,12600000,4500000, Approved
786,2, Not Graduate, Yes,600000,2100000,18,228000,572,400000,500000,1400000,300000, Approved
787,4, Graduate, No,2200000,8600000,6,88000,601,2700000,2900000,6700000,3300000, Approved
788,1, Graduate, Yes,2600000,5500000,14,52000,820,2700000,2400000,9300000,2000000, Approved
789,4, Not Graduate, No,1200000,4300000,8,288000,598,1600000,1800000,3200000,1300000, Approved
790,2, Graduate, No,3100000,8700000,18,930000,544,5300000,1100000,12200000,1500000, Rejected
791,5, Not Graduate, Yes,4600000,14500000,14,460000,561,2300000,6200000,10200000,5800000, Approved
792,4, Graduate, Yes,9300000,35500000,6,837000,547,2800000,17800000,27000000,13900000, Rejected
793,4, Graduate, No,6300000,13400000,2,567000,504,10500000,10900000,14500000,9400000, Rejected
794,2, Not Graduate, No,5900000,20800000,14,708000,530,7100000,5800000,13100000,8800000, Rejected
795,2, Graduate, Yes,2900000,10600000,6,232000,614,1000000,300000,7600000,3600000, Approved
796,4, Not Graduate, No,6100000,22400000,18,1403000,351,11800000,5000000,24400000,4800000, Rejected
797,4, Graduate, Yes,5900000,19700000,10,2065000,431,3300000,9200000,22700000,5300000, Rejected
798,1, Not Graduate, Yes,4600000,18400000,10,138000,403,200000,8800000,17300000,2900000, Rejected
799,2, Not Graduate, No,7000000,20200000,8,2100000,668,16600000,5000000,26100000,9100000, Approved
800,3, Not Graduate, Yes,5100000,10400000,18,510000,399,8000000,4300000,20100000,4600000, Rejected
801,1, Graduate, No,3100000,10600000,14,62000,665,6200000,800000,9500000,3900000, Approved
802,2, Graduate, No,4100000,12800000,16,1189000,344,10300000,7000000,15800000,4100000, Rejected
803,0, Graduate, No,1800000,5400000,16,234000,555,3900000,2900000,5100000,1700000, Approved
804,4, Not Graduate, Yes,8200000,26900000,20,656000,301,23800000,13600000,31000000,9900000, Rejected
805,2, Not Graduate, Yes,800000,2100000,6,0,726,2000000,0,2600000,600000, Approved
806,2, Graduate, No,8400000,23100000,6,420000,689,5700000,2500000,18900000,11900000, Approved
807,0, Not Graduate, No,8500000,33900000,4,2975000,665,8500000,12800000,17900000,4500000, Approved
808,3, Not Graduate, Yes,3300000,12700000,16,627000,608,3600000,6200000,12600000,4500000, Approved
809,3, Not Graduate, No,5800000,12800000,20,2320000,335,4400000,3000000,15300000,8000000, Rejected
810,3, Not Graduate, No,4400000,10500000,18,1364000,677,100000,2000000,12100000,5000000, Approved
811,1, Not Graduate, No,2600000,8500000,2,260000,491,1700000,1800000,5300000,2600000, Approved
812,2, Not Graduate, Yes,9600000,28100000,20,768000,763,23000000,11800000,27500000,10300000, Approved
813,5, Not Graduate, Yes,5200000,18100000,8,1976000,809,2400000,6900000,14000000,5500000, Approved
814,5, Not Graduate, Yes,9700000,36400000,16,388000,544,3500000,15000000,31300000,5200000, Rejected
815,1, Graduate, Yes,200000,800000,14,42000,624,600000,0,600000,0, Approved
816,3, Graduate, No,6500000,16800000,10,390000,388,9500000,800000,14900000,7200000, Rejected
817,4, Graduate, Yes,7200000,23100000,14,1656000,644,13300000,3500000,18300000,4200000, Approved
818,0, Not Graduate, No,5200000,18400000,14,468000,600,7300000,9700000,16500000,3600000, Approved
819,2, Not Graduate, No,6500000,14100000,2,1690000,709,1000000,12700000,20900000,4000000, Approved
820,5, Graduate, Yes,2300000,5600000,8,736000,642,2600000,1900000,8600000,2500000, Approved
821,0, Not Graduate, Yes,3300000,10400000,4,231000,423,7400000,4700000,11600000,3200000, Approved
822,0, Not Graduate, Yes,2000000,5900000,12,40000,900,3800000,2400000,7100000,3000000, Approved
823,2, Graduate, Yes,8300000,19500000,4,1411000,415,2300000,9400000,21700000,8600000, Rejected
824,4, Graduate, Yes,3800000,14300000,4,1026000,645,1300000,1100000,10900000,4600000, Approved
825,0, Not Graduate, No,5700000,15600000,16,969000,742,700000,5800000,11400000,6800000, Approved
826,4, Not Graduate, No,7300000,19800000,8,2774000,724,5500000,6000000,29000000,10300000, Approved
827,1, Graduate, No,1600000,5400000,12,432000,707,600000,1700000,6200000,800000, Approved
828,5, Not Graduate, Yes,800000,2500000,4,216000,780,500000,900000,1700000,400000, Approved
829,4, Not Graduate, No,6300000,21900000,10,567000,538,9600000,5400000,19300000,7800000, Rejected
830,2, Graduate, No,8800000,17700000,14,792000,706,22900000,4300000,30300000,9200000, Approved
831,0, Graduate, No,7300000,14500000,16,1679000,811,1000000,12400000,16100000,9600000, Approved
832,2, Graduate, Yes,3800000,9100000,14,456000,849,6300000,2400000,9500000,2500000, Approved
833,3, Graduate, No,6200000,16700000,10,682000,880,15800000,8200000,20100000,9100000, Approved
834,5, Not Graduate, Yes,3500000,9500000,4,1225000,664,9500000,500000,7800000,5200000, Approved
835,5, Graduate, Yes,1400000,5000000,2,252000,465,0,2600000,5300000,1500000, Approved
836,3, Not Graduate, Yes,3500000,12000000,2,105000,786,600000,6400000,10700000,1700000, Approved
837,1, Graduate, Yes,600000,2000000,10,42000,326,400000,1000000,2400000,700000, Rejected
838,0, Not Graduate, No,4100000,10800000,16,984000,399,5900000,7600000,12700000,5300000, Rejected
839,2, Not Graduate, Yes,5400000,11500000,6,1566000,841,6800000,100000,11100000,6600000, Approved
840,2, Not Graduate, Yes,2000000,6700000,14,160000,638,4900000,200000,4900000,2300000, Approved
841,4, Graduate, Yes,3500000,8900000,4,910000,478,4000000,3900000,11300000,3800000, Rejected
842,0, Graduate, Yes,8300000,30000000,4,1162000,600,14600000,12500000,24800000,12000000, Approved
843,0, Graduate, Yes,6700000,15600000,16,2010000,768,300000,1800000,26000000,3800000, Approved
844,0, Not Graduate, No,1900000,6500000,10,570000,523,2400000,1100000,6200000,1100000, Rejected
845,2, Graduate, Yes,6500000,20900000,14,2275000,327,8200000,100000,22800000,4700000, Rejected
846,1, Graduate, Yes,600000,1800000,8,192000,799,1000000,700000,2200000,800000, Approved
847,5, Graduate, No,7000000,23000000,18,420000,803,18700000,6300000,27800000,4100000, Approved
848,2, Graduate, No,7700000,15400000,18,1155000,524,12900000,5100000,21000000,6600000, Rejected
849,1, Graduate, No,2600000,6600000,6,208000,506,2300000,1900000,9600000,2100000, Rejected
850,1, Graduate, No,9200000,18800000,2,368000,351,22400000,2200000,31500000,13000000, Rejected
851,2, Graduate, Yes,1800000,4200000,8,360000,648,1200000,3100000,6200000,1600000, Approved
852,1, Not Graduate, No,4900000,18500000,4,1862000,612,6100000,5900000,16400000,2900000, Approved
853,1, Graduate, No,5700000,12400000,14,1881000,396,5400000,7500000,17600000,5600000, Rejected
854,3, Not Graduate, No,300000,800000,2,30000,458,500000,0,1100000,200000, Rejected
855,3, Graduate, Yes,1700000,3400000,6,663000,488,100000,500000,4500000,1600000, Rejected
856,4, Graduate, No,7000000,18900000,6,1190000,475,1300000,6100000,14700000,5200000, Rejected
857,1, Not Graduate, No,2200000,7000000,18,440000,417,2000000,3900000,6500000,1900000, Rejected
858,2, Not Graduate, No,6800000,18700000,8,1088000,781,17600000,900000,23700000,5400000, Approved
859,1, Not Graduate, Yes,2400000,6200000,12,816000,337,3400000,2100000,9400000,2300000, Rejected
860,0, Not Graduate, Yes,600000,1800000,12,228000,511,300000,200000,2200000,400000, Rejected
861,4, Graduate, No,6200000,17300000,6,558000,837,12600000,3700000,24700000,4600000, Approved
862,1, Not Graduate, No,7600000,24600000,12,912000,810,1300000,10500000,30300000,5200000, Approved
863,2, Not Graduate, No,4800000,10600000,8,1488000,588,3700000,5200000,15000000,4500000, Approved
864,5, Graduate, No,4200000,9200000,12,966000,870,3200000,2400000,12300000,5700000, Approved
865,0, Not Graduate, Yes,7200000,20700000,10,360000,733,15600000,12000000,19200000,9900000, Approved
866,5, Not Graduate, Yes,6400000,20300000,16,1216000,348,10000000,10900000,20400000,6900000, Rejected
867,0, Not Graduate, Yes,8900000,23000000,12,1958000,741,5600000,11200000,27100000,7100000, Approved
868,3, Not Graduate, No,5100000,14500000,12,153000,306,700000,8800000,11600000,2900000, Rejected
869,2, Graduate, Yes,6300000,19500000,18,2394000,428,15900000,7200000,19900000,6500000, Rejected
870,3, Graduate, No,6600000,22100000,4,264000,455,3800000,3000000,25100000,7400000, Approved
871,1, Not Graduate, Yes,4800000,14700000,2,528000,356,7100000,8800000,13400000,5500000, Approved
872,0, Graduate, No,200000,400000,4,26000,594,500000,0,400000,100000, Approved
873,0, Not Graduate, Yes,7500000,25800000,18,1200000,844,9100000,600000,18600000,6500000, Approved
874,4, Graduate, No,9000000,34700000,4,2070000,771,4800000,9500000,34100000,7700000, Approved
875,2, Graduate, No,5400000,12500000,4,1080000,622,14400000,2900000,11800000,5400000, Approved
876,1, Not Graduate, Yes,1700000,4500000,20,272000,480,200000,600000,5400000,1900000, Rejected
877,4, Graduate, No,4300000,11500000,20,774000,337,11100000,6000000,17000000,5200000, Rejected
878,1, Graduate, No,5200000,11200000,6,416000,698,14100000,7600000,18800000,2700000, Approved
879,4, Not Graduate, No,4400000,17000000,18,748000,302,1000000,2100000,14000000,5700000, Rejected
880,1, Not Graduate, Yes,3900000,7800000,14,351000,349,11200000,500000,11800000,3600000, Rejected
881,0, Graduate, No,1100000,3300000,10,55000,482,2800000,300000,2900000,1600000, Rejected
882,2, Graduate, No,2500000,8200000,10,750000,429,1500000,4100000,5900000,2200000, Rejected
883,4, Graduate, No,500000,1300000,8,50000,471,500000,300000,1500000,700000, Rejected
884,0, Graduate, Yes,9000000,32400000,10,1440000,895,16800000,5800000,20700000,9500000, Approved
885,1, Not Graduate, Yes,5100000,20300000,18,1734000,757,11800000,3400000,13400000,3200000, Approved
886,2, Graduate, No,5200000,13500000,2,936000,777,7000000,5200000,15500000,6100000, Approved
887,5, Not Graduate, Yes,4400000,8900000,4,748000,761,8100000,1000000,14200000,3000000, Approved
888,1, Graduate, No,1900000,4200000,12,114000,821,5200000,1500000,5000000,2700000, Approved
889,4, Not Graduate, Yes,9200000,26500000,6,920000,662,1000000,400000,26900000,5300000, Approved
890,2, Not Graduate, Yes,4800000,16500000,10,432000,350,2000000,6500000,11400000,2900000, Rejected
891,4, Not Graduate, No,4900000,10700000,20,1078000,321,1200000,400000,11100000,6500000, Rejected
892,3, Graduate, Yes,4800000,10100000,4,1536000,368,9100000,5100000,16500000,3500000, Rejected
893,4, Graduate, No,9300000,24900000,14,3348000,455,27600000,4700000,35100000,13900000, Rejected
894,5, Not Graduate, Yes,7500000,24600000,8,1275000,744,1600000,3600000,16700000,9300000, Approved
895,1, Graduate, No,5900000,16800000,4,2006000,806,11200000,9700000,22800000,7100000, Approved
896,0, Graduate, No,9400000,27900000,6,1222000,456,21400000,18500000,35600000,7800000, Rejected
897,5, Graduate, No,5300000,13400000,8,2120000,719,1600000,200000,11400000,5300000, Approved
898,4, Graduate, No,3700000,9000000,18,962000,668,7800000,1600000,13400000,3100000, Approved
899,0, Graduate, Yes,2500000,5800000,18,500000,494,5100000,4400000,8500000,2300000, Rejected
900,4, Not Graduate, No,2800000,10800000,2,140000,841,700000,2600000,7100000,4100000, Approved
901,0, Graduate, Yes,5400000,21400000,8,1350000,721,8200000,6400000,16700000,7400000, Approved
902,5, Graduate, No,3100000,9400000,10,310000,414,200000,5300000,8000000,2800000, Rejected
903,5, Not Graduate, No,4800000,15500000,10,432000,812,9500000,1500000,17800000,3500000, Approved
904,1, Not Graduate, No,8800000,17500000,20,352000,832,1800000,3600000,24000000,7400000, Approved
905,2, Graduate, No,4100000,14900000,12,574000,571,-100000,5200000,13000000,3400000, Approved
906,5, Not Graduate, No,9700000,37000000,14,1746000,459,28700000,17900000,22800000,5600000, Rejected
907,2, Graduate, Yes,6400000,24100000,6,704000,592,2500000,6300000,20200000,6000000, Approved
908,5, Graduate, No,3400000,13100000,20,612000,527,900000,4500000,8600000,4000000, Rejected
909,4, Not Graduate, No,3500000,10200000,12,70000,333,7600000,6400000,8100000,3400000, Rejected
910,3, Not Graduate, No,3200000,10000000,18,320000,532,3300000,100000,9800000,2100000, Rejected
911,2, Graduate, Yes,4900000,13100000,18,392000,754,8200000,3300000,16500000,7200000, Approved
912,0, Graduate, Yes,1300000,4800000,4,390000,835,500000,100000,3300000,800000, Rejected
913,4, Graduate, No,2500000,5400000,10,250000,592,3400000,1500000,9900000,2900000, Approved
914,0, Graduate, No,7500000,27300000,20,1425000,553,11600000,2800000,26200000,6100000, Approved
915,2, Graduate, No,700000,2000000,8,126000,806,1900000,1100000,2200000,400000, Approved
916,4, Graduate, Yes,8200000,28500000,2,1476000,378,6800000,11200000,26400000,11500000, Approved
917,1, Not Graduate, No,6900000,26200000,4,1863000,534,14500000,11900000,14900000,9400000, Approved
918,1, Not Graduate, Yes,1500000,5900000,16,405000,400,4200000,2400000,4800000,1500000, Rejected
919,3, Graduate, No,6300000,18300000,18,1764000,543,1800000,9400000,17700000,3500000, Rejected
920,0, Not Graduate, Yes,8800000,25600000,10,1232000,715,25300000,2500000,34900000,8600000, Approved
921,4, Graduate, Yes,8900000,20700000,6,3204000,684,1100000,9200000,20400000,6700000, Approved
922,3, Not Graduate, Yes,2100000,6100000,8,630000,346,5500000,600000,4500000,2900000, Rejected
923,1, Graduate, Yes,9200000,29200000,6,828000,669,9900000,12900000,23400000,11700000, Approved
924,2, Not Graduate, No,3600000,8000000,12,1332000,566,10500000,3000000,8900000,2700000, Approved
925,0, Not Graduate, Yes,8600000,23600000,2,2580000,361,25800000,5300000,24700000,7500000, Rejected
926,5, Graduate, No,3000000,8000000,6,930000,333,3200000,400000,8200000,2200000, Rejected
927,3, Not Graduate, Yes,5200000,16300000,8,884000,335,9500000,7000000,13600000,7300000, Rejected
928,3, Graduate, Yes,7200000,20400000,10,1800000,558,0,13200000,27200000,10600000, Approved
929,1, Not Graduate, Yes,4000000,15600000,12,1240000,436,10400000,2800000,14800000,3200000, Rejected
930,1, Not Graduate, No,2400000,5200000,2,72000,371,6100000,3100000,8500000,1400000, Rejected
931,2, Not Graduate, Yes,5500000,18400000,10,1650000,515,6800000,4400000,18500000,4100000, Rejected
932,0, Not Graduate, Yes,9000000,24300000,10,450000,599,12900000,3400000,26900000,6400000, Approved
933,0, Not Graduate, Yes,7900000,24000000,20,395000,728,18600000,15600000,21800000,7400000, Approved
934,2, Not Graduate, Yes,6200000,21600000,20,682000,679,18600000,2500000,24500000,9100000, Approved
935,3, Graduate, Yes,7900000,29200000,4,869000,399,23200000,5500000,30200000,6900000, Approved
936,3, Not Graduate, No,1200000,4500000,6,264000,819,1400000,1100000,4400000,900000, Approved
937,1, Graduate, No,4700000,11700000,6,611000,308,11800000,1100000,15100000,3700000, Rejected
938,5, Graduate, Yes,5900000,15600000,2,118000,730,12600000,4700000,15900000,5900000, Approved
939,4, Not Graduate, Yes,1400000,5100000,14,434000,312,4000000,1000000,3200000,1400000, Rejected
940,3, Not Graduate, Yes,4700000,12800000,16,376000,740,2200000,8600000,11700000,6100000, Approved
941,5, Graduate, Yes,7600000,20000000,10,2888000,522,21500000,1400000,20400000,4300000, Rejected
942,4, Graduate, No,7200000,16900000,4,720000,702,15900000,7100000,22000000,9600000, Approved
943,4, Not Graduate, Yes,1400000,4300000,16,546000,447,3600000,1200000,5300000,1000000, Rejected
944,5, Graduate, No,1400000,2900000,4,210000,829,800000,600000,5400000,1600000, Approved
945,2, Graduate, No,7900000,18500000,18,2923000,727,20200000,12400000,19600000,7100000, Approved
946,5, Not Graduate, Yes,7600000,18700000,14,1292000,509,8500000,8500000,22200000,3700000, Rejected
947,3, Graduate, Yes,9600000,34200000,2,3840000,745,2500000,2000000,33000000,6700000, Approved
948,1, Not Graduate, No,2300000,6600000,18,759000,513,4600000,900000,9000000,1600000, Rejected
949,2, Not Graduate, No,8100000,18500000,6,243000,372,19100000,10200000,31000000,7900000, Rejected
950,2, Graduate, Yes,300000,700000,4,3000,411,600000,0,1200000,100000, Rejected
951,4, Graduate, No,4700000,10800000,20,658000,495,11300000,6800000,17000000,4500000, Rejected
952,5, Not Graduate, No,1100000,2500000,4,297000,827,2400000,1000000,4100000,600000, Approved
953,4, Not Graduate, No,8600000,25100000,6,3182000,820,14400000,5000000,26000000,8300000, Approved
954,5, Graduate, Yes,8700000,28100000,10,696000,660,25500000,800000,25900000,10100000, Approved
955,0, Not Graduate, No,2200000,8600000,4,726000,563,900000,1000000,4400000,2800000, Approved
956,1, Not Graduate, Yes,500000,1400000,10,15000,883,900000,0,1700000,300000, Approved
957,0, Not Graduate, Yes,9100000,22000000,12,1638000,387,25300000,15600000,31700000,7000000, Rejected
958,1, Graduate, No,2200000,8700000,12,154000,613,500000,1800000,5700000,2400000, Approved
959,0, Not Graduate, Yes,2200000,8000000,14,352000,335,2800000,3700000,6900000,2900000, Rejected
960,1, Graduate, Yes,9600000,34500000,2,960000,795,9500000,900000,32000000,9300000, Approved
961,1, Graduate, Yes,6500000,13900000,8,780000,369,9600000,300000,17200000,8300000, Rejected
962,4, Graduate, Yes,2400000,7400000,18,960000,888,2700000,1600000,7600000,3200000, Approved
963,4, Not Graduate, No,5500000,12300000,6,1155000,742,12900000,2700000,19800000,4300000, Approved
964,0, Graduate, No,5000000,14400000,4,2000000,874,3000000,9300000,14100000,3900000, Approved
965,1, Graduate, No,2700000,8100000,16,567000,691,2000000,3600000,8100000,2100000, Approved
966,3, Not Graduate, Yes,8500000,30300000,12,1020000,762,12700000,3700000,20000000,4200000, Approved
967,1, Graduate, No,4400000,10700000,18,1716000,324,2200000,3300000,12700000,5400000, Rejected
968,4, Not Graduate, No,500000,1800000,20,95000,777,900000,300000,1300000,200000, Approved
969,0, Graduate, No,8300000,21400000,2,747000,662,6100000,12300000,24500000,10200000, Approved
970,2, Not Graduate, Yes,6000000,13000000,12,180000,462,2100000,2500000,14600000,5600000, Rejected
971,3, Not Graduate, Yes,4000000,10400000,14,1560000,609,2100000,6900000,11700000,4600000, Approved
972,5, Graduate, Yes,4400000,11700000,20,1056000,590,900000,2700000,15500000,2300000, Approved
973,3, Graduate, Yes,4400000,15800000,18,792000,779,7200000,5400000,14900000,3600000, Approved
974,2, Graduate, Yes,1900000,5000000,14,665000,641,1000000,900000,5500000,2400000, Approved
975,0, Graduate, Yes,5000000,18400000,12,350000,752,14600000,4000000,10500000,6500000, Approved
976,0, Graduate, No,8000000,23700000,10,1440000,305,22200000,11600000,17200000,12000000, Rejected
977,4, Not Graduate, No,8200000,20700000,10,1804000,546,10800000,7000000,25000000,10600000, Rejected
978,2, Graduate, No,7000000,24200000,8,1050000,833,13700000,4100000,26100000,9100000, Approved
979,2, Not Graduate, No,2400000,8800000,18,72000,421,3200000,1500000,6700000,1400000, Rejected
980,5, Graduate, No,6600000,18800000,4,1782000,639,3200000,1100000,25100000,4300000, Approved
981,3, Graduate, No,3200000,6900000,20,128000,735,1500000,3700000,9200000,3100000, Approved
982,0, Not Graduate, Yes,2600000,5400000,2,624000,377,100000,4900000,6100000,2700000, Rejected
983,3, Not Graduate, No,6900000,15600000,20,897000,310,4500000,3600000,20400000,4800000, Rejected
984,4, Graduate, No,4800000,14000000,2,960000,695,11300000,1700000,15400000,4600000, Approved
985,1, Not Graduate, Yes,300000,1200000,4,60000,355,700000,300000,800000,200000, Approved
986,1, Not Graduate, Yes,4300000,14100000,12,430000,525,2100000,1100000,14100000,5500000, Rejected
987,5, Not Graduate, No,700000,2400000,20,112000,330,1300000,700000,2500000,500000, Rejected
988,5, Graduate, No,9400000,25800000,14,3572000,625,28200000,15400000,30800000,11100000, Approved
989,3, Not Graduate, Yes,800000,2900000,10,192000,644,600000,500000,2900000,400000, Approved
990,5, Not Graduate, No,4400000,14900000,4,1408000,865,8200000,6200000,14900000,3500000, Approved
991,1, Graduate, Yes,4700000,14800000,6,94000,661,8500000,6000000,13600000,6400000, Approved
992,2, Not Graduate, No,2300000,5000000,8,69000,884,1400000,1700000,6100000,1500000, Approved
993,5, Graduate, Yes,8500000,26700000,10,425000,803,500000,16600000,24400000,9600000, Approved
994,2, Graduate, No,7600000,28300000,12,2128000,800,19700000,14800000,15600000,7800000, Approved
995,2, Graduate, No,3200000,12600000,18,640000,796,6200000,3500000,9600000,2000000, Approved
996,4, Not Graduate, No,2400000,5000000,4,720000,716,1500000,2800000,6900000,1400000, Approved
997,0, Graduate, Yes,500000,1100000,18,45000,479,1500000,500000,1800000,600000, Rejected
998,3, Not Graduate, Yes,8500000,28300000,2,3060000,810,25200000,4300000,18500000,10700000, Approved
999,0, Graduate, Yes,8900000,20900000,18,1335000,568,18800000,700000,32700000,5300000, Approved
1000,0, Graduate, No,2800000,5600000,8,1092000,842,0,1300000,6100000,1900000, Approved
1001,3, Not Graduate, Yes,2900000,7000000,4,522000,806,5700000,5600000,5900000,3000000, Approved
1002,1, Graduate, Yes,4900000,17700000,8,539000,722,9200000,7300000,16400000,3000000, Approved
1003,5, Not Graduate, No,9600000,20700000,14,3168000,442,25800000,9800000,31800000,8200000, Rejected
1004,3, Graduate, Yes,3300000,9800000,6,1287000,360,4500000,600000,11000000,4400000, Rejected
1005,3, Not Graduate, No,2800000,5900000,4,952000,461,1600000,400000,8900000,2800000, Rejected
1006,2, Graduate, No,7800000,22200000,10,1638000,735,9700000,4600000,23000000,6900000, Approved
1007,4, Graduate, Yes,2500000,8400000,12,425000,761,6300000,1300000,8400000,1600000, Approved
1008,0, Graduate, No,4400000,10600000,20,396000,653,6800000,4600000,16800000,5400000, Approved
1009,0, Not Graduate, No,7900000,30800000,4,0,726,5000000,14600000,23800000,5500000, Approved
1010,1, Graduate, No,8900000,22600000,18,1691000,617,8400000,15500000,27900000,11700000, Approved
1011,0, Graduate, No,5600000,13400000,2,1568000,460,3400000,4100000,14800000,4100000, Rejected
1012,1, Not Graduate, No,1400000,3300000,8,238000,306,3200000,800000,2700000,800000, Rejected
1013,5, Graduate, Yes,500000,1400000,4,25000,471,500000,100000,1300000,300000, Rejected
1014,1, Graduate, Yes,5100000,15300000,4,1530000,628,6900000,3300000,17600000,2700000, Approved
1015,3, Graduate, No,9800000,25600000,10,3038000,404,24400000,6700000,37000000,11500000, Rejected
1016,2, Graduate, Yes,8600000,21600000,16,3268000,804,15400000,300000,26800000,7100000, Approved
1017,3, Not Graduate, No,1600000,3900000,20,112000,804,900000,2500000,3200000,800000, Approved
1018,1, Not Graduate, Yes,2500000,6700000,2,350000,502,3400000,2600000,9400000,1400000, Rejected
1019,0, Graduate, No,9500000,22600000,6,1330000,861,24700000,13200000,29000000,5600000, Approved
1020,2, Not Graduate, Yes,3000000,7800000,14,810000,555,6600000,2700000,9600000,1700000, Approved
1021,0, Not Graduate, No,5100000,13600000,18,1173000,351,1700000,3700000,14400000,7600000, Rejected
1022,2, Not Graduate, Yes,7600000,23600000,6,912000,358,20200000,2900000,22100000,10900000, Rejected
1023,5, Graduate, No,8800000,18800000,14,528000,836,17300000,10100000,32700000,5400000, Approved
1024,4, Not Graduate, Yes,1100000,2900000,4,77000,554,2800000,1000000,4100000,1600000, Approved
1025,3, Graduate, No,8700000,30500000,2,2523000,443,11800000,1800000,24600000,8100000, Approved
1026,5, Not Graduate, No,6100000,23600000,4,427000,725,17400000,5100000,15600000,4800000, Approved
1027,2, Not Graduate, Yes,1900000,7000000,14,399000,818,4800000,3500000,4500000,2100000, Approved
1028,1, Not Graduate, No,9900000,38700000,6,891000,670,19400000,12600000,35800000,6500000, Approved
1029,0, Graduate, No,5800000,21100000,6,1798000,414,7900000,2400000,16000000,5600000, Rejected
1030,2, Not Graduate, Yes,9500000,37000000,8,3515000,887,21800000,18300000,19200000,11700000, Approved
1031,3, Graduate, Yes,7900000,26600000,12,158000,409,17100000,1400000,22500000,8700000, Rejected
1032,1, Not Graduate, Yes,1300000,4500000,14,377000,679,2700000,2100000,3700000,1600000, Approved
1033,4, Graduate, Yes,700000,2600000,18,182000,478,600000,600000,2100000,300000, Rejected
1034,3, Graduate, No,600000,1200000,2,6000,752,1100000,500000,2300000,700000, Approved
1035,0, Graduate, No,9400000,33000000,4,1880000,616,15400000,5000000,25100000,7800000, Approved
1036,2, Not Graduate, Yes,3800000,12500000,14,1368000,842,3700000,6700000,14600000,5300000, Approved
1037,3, Graduate, Yes,7800000,26300000,20,2574000,840,1200000,11300000,24100000,5300000, Approved
1038,3, Graduate, Yes,7800000,27700000,6,1716000,430,2000000,8000000,26100000,5300000, Rejected
1039,4, Not Graduate, No,2700000,7000000,4,567000,351,1100000,2300000,8300000,2700000, Rejected
1040,5, Not Graduate, No,600000,2300000,4,168000,347,0,0,1900000,200000, Rejected
